name,slug,description,price,category,image_url,in_stock,colors
Conway,u160-conway,"- Dove Gray Fabric
- Motion Manual Reclining
- Drop Down Table
- Storage Console
- Pocket Coil Cushions
- Coordinated Stitching
- Pillow Top Arms and Headrest
- Backs Detach for Easy Delivery
- **Motion Sofa:** 79""W x 38'D x 41""H
- **Motion Loveseat:** 69""W x 38""D x 41""H
- Motion Chair 37""W x 38""D x 41 H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U160_Conway.png'],False,['#808080']
Austin,u170-austin,"- Charcoal Gray Treated Microfiber
- Pillowtop Arm and Headrest
- Light Gray Accented Stitching
- Reenforced Steel Mechanism
- Side Pull Tab
- **Motion Sofa:** 83""W x 38""D x 41""H
- **Motion Loveseat:** 62""W x 38° D x 41""H
- Motion Chair 39""W x 37""D x 41 H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U170_Austin.png'],False,"['#36454F', '#808080']"
Audra,u172-audra,"- Gray Treated Microfiber Fabric
- Manual Reclining
- Cup Holder Console Storage
- Vertical Pattern Accents
- Drop Down Table
- Pillowtop Headrest
- Reenforced Steel Reclining Mechanism
- **Motion Sofa:** 80""W x 40""D x 42 ""H
- **Motion Loveseat:** 70""W x 40""D x 42""H
- Motion Chair 35""W x 40""D x 42""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U172_Audra.png'],False,['#808080']
Theo,u184-u185-theo,"- Black PU Leather
- Dual-Sided Manual Reclining
- Hidden Drop-Down Table
- Cup Holder Console Storage
- Reenforced Steel Reclining Mechanism
- **Motion Sofa:** 76""W x 37""D x 38""H
- **Motion Loveseat:** 67""W x 37""D x 38""H
- **Motion Chair:** 34""W x 37""D x 38""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U184_Theo.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U185_Theo.png']",False,"['#000000', '#808080']"
Alexia,u190-u191-u192-alexia,"- Black Gel Leather
- Dual Manual Reclining
- Drop Down Table
- Storage Console
- Pocket Coil Cushions
- Coordinated Stitching
- Pillow Top Arms and Headrest
- Backs Detach for Easy Delivery
- Motion Sofa 77""W x 39""D x 40""H
- Motion Loveseat 67""W x 39""D x 40""H
- Motion Chair 34""W x 39""D x 40""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U190_Alexia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U191_Alexia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U192_Alexia.png']",False,"['#000000', '#964B00', '#D2691E', '#FF0000']"
Abaco,u194-abaco,"- Gray Plush Fabric
- Dual Manual Reclining
- Wall Hugger
- Velvet Feel Fabric Material
- Coordinated Stitching
- Pillow Top Arms and Headrest
- Backs Detach for Easy Delivery
- **Motion Sofa:** 77""W x 39""D x 40""H
- **Motion Loveseat:** 67""W x 39""D x 40""H
- Motion Chair 34""W x 39""D x 40""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U194_Abaco.png'],False,['#808080']
Quincy,u197-quincy,"- Hardwood Constructed Frame
- Button Tufted Accents
- Hand Carved Traditional Accents
- Brown/Blue Seat Cushions
- High Density Cushions
- Multi-Accent Pillow
- Champagne Color Trim Accents
- Coordinate with T197 Collection
- **Sofa:** 92""W x 42""D x 48""H
- **Loveseat:** 67""W x 39""D x 48""H
- **Chair:** 31""W x 35""D x 48""H
- **Coffee Table:** 58""W x 32' D x 20 H
- **End Table:** 30""W x 30""D x 22""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U197_Quincy.png'],False,"['#0000FF', '#964B00']"
Uriah,u198-uriah,"- Hardwood Constructed Frame
- Gray Luxuries Fabric
- Pillow Back
- Hand Carved Traditional Accents
- Champagne Silver Seat Cushions
- High Density Cushions
- Multi-Accent Pillow
- Champagne Silver Color Trim Accents
- Coordinate with T198 Collection
- **Sofa:** 95""W x 41""D x 44""H
- **Loveseat:** 76""W x 41""D x 44""H
- **Chair:** 31""W x 39""D x 41""H
- **Coffee Table:** 55""W x 31""D x 20""H
- **End Table:** 27""W x 27""D x 22""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U198_Uriah.png'],False,"['#808080', '#C0C0C0']"
Valor,u199-valor,"- Hardwood Constructed Frame
- Beige Luxuries Fabric
- Pillow Back
- Hand Carved Traditional Accents
- Champagne Gold Seat Cushions
- High Density Cushions
- Multi-Accent Pillow
- Champagne Gold Color Trim Accents
- Coordinate with T199 Collection
- **Sofa:** 89""W x 40""D x 45""H
- **Loveseat:** 73""W x 40""D x 45""H
- **Chair:** 38""W x 37""D x 45""H
- **Coffee Table:** 55""W x 31""D x 20""H
- **End Table:** 27""W x 27""D x 24""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U199_Valor.png'],False,"['#F5F5DC', '#FFD700']"
Cloria,u202-cloria,"- Hand Carved Stone Color Wood Trim
- Dark Gray Fabric Woven Seat Cushions
- Certi-Pur Foam Cushions
- Black Faux Leather Arms
- Black Pillow Accents
- Reversible Pillows
- Coordinates with the T202 Tables
- Sofa 93""W x 38""D x 40""H
- Loveseat 71""W x 38""D x 40""H
- Chaise 60""W x 35""D x 35""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U202_Cloria.png'],False,"['#000000', '#808080']"
Enzo,u204-u205-enzo,"- Espresso Brown Air Gel Leather
- Hand Carved Wood Trim Accents
- Roll Arms
- High Density Foam Cushion Seating
- Hardwood/Plywood Mix Construction
- Button Tufted Back
- Traditional Style Design
- Sofa 92""W x 35""D x 50""H
- Loveseat 72""W x 35""D x 50""H
- Chair 52""W x 35""D x 50""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U204_Enzo.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U205_Enzo.png']",False,['#964B00']
Ardsley,u206-ardsley,"- Gray Luxurious Fabric
- Button Tufting
- Silver Metallic Hand Carved Wood Accents
- High Density Foam Cushion Seating
- Hardwood/Plywood Mix Construction
- Roll Arms
- **Sofa:** 87""W x 36""D x 48""H
- **Loveseat:** 70""W x 36""D x 48""H
- **Chair:** 49""W x 36""D x 48""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U206_Ardsley.png'],False,"['#808080', '#C0C0C0']"
Roma,u207-roma,"- Hand Carved Brown Color Wood Trim
- Brown Seat Cushions
- Certi-Pur Foam Cushions
- Espresso Brown Faux Leather Arms
- Brown Pillow Accents
- Reversible Pillows
- Coordinates with the 1207 Tables
- **Sofa:** 93""W x 38""D x 40""H
- **Loveseat:** 71""W x 38""D x 40""H
- **Chaise:** 60""W x 35""D x 35""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U207_Roma.png'],False,['#964B00']
Carolmore,u208-carolmore,"- Charcoal Gray Woven Chenille Fabric
- Roll Arm
- Hand Carved Wood Front
- Solid Wood Construction
- Pillow Back
- High Density Foam Cushion
- Sinuous Spring Support System
- Subtle Pattern Accent Pillows
- Sofa 92""W x 35""D x 38""H
- Loveseat 71""W x 35""D x 38""H
- Chair 49""W x 35""D x 38""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U208_Carolmore.png'],False,"['#36454F', '#808080']"
Ariana,u210-ariana,"- Royal Blue Velvet
- Wavy Posterior Design
- Chrome Nail Head Trim Accents
- Single Solid Seat Cushions
- Vertical Accented Back
- Chrome Legs
- Rolled Arms
- Coordinating Accent Pillows
- **Sofa:** 89""W x 37""D x 39""H
- **Loveseat:** 74""W x 37""D x 39""H
- **Chair:** 32""W x 34""D x 41""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U210_Ariana.png'],False,['#0000FF']
Capella,u215-u217-u218-u219-u220-capella,"- Tufted Seat, Back, and Arms
- Turquoise Luxurious Velvet
- Rolled Arms
- One Solid Cushion Seating
- Wavy Back Design
- Chrome Nail Head Trim Accents
- Acrylic Bun Feet
- Faux Fur Accent Pillows
- Removable Backs and Arms For Easy Delivery
- **Sofa:** 91""W x 39""D x 39""H
- **Loveseat:** 77""W x 39""D x 39""H
- **Chair:** 50""W x 39""D x 39""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U215_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U217_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U218_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U219_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U220_Capella.png']",False,"['#000000', '#000080', '#0000FF', '#808080', '#FFC0CB']"
Capella,u215-ch-u220-ch-capella,"- Tufted Seat, Back
- Turquoise Luxurious Velvet
- Rolled Arms
- One Solid Cushion Seating
- Chrome Nail Head Trim Accents
- Acrylic Bun Feet
- Faux Fur Accent Pillows
- Chaise 69""W x 29°D x 37”H",409.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U215-CH_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U220-CH_Capella.png']",True,"['#000000', '#FFC0CB']"
Capella,u217-ch-u218-ch-capella,"- Tufted Seat and Back
- Black Luxurious Velvet
- One Solid Chaise Cushion
- Chrome Nail Head Trim Accents
- Acrylic Bun Feet
- Faux Fur Accent Pillow
- Chaise 69""W x 29°D x 37""H",499.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U217-CH_Capella.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U218-CH_Capella.png']",True,"['#000000', '#000080', '#0000FF']"
Capella,u219-ch-capella,"- Tufted Seat and Back
- Gray Luxurious Velvet
- One Solid Chaise Cushion
- Chrome Nail Head Trim Accents
- Ebony Black Bun Feet
- Faux Fur Accent Pillows
- Solid Wood Leg
- **Chaise:** 69""W x 29°D x 37""H",449.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U219-CH_Capella.png'],True,"['#000000', '#808080']"
Sadie,u221-sadie,"- Neutral Tone Color
- Tufted Button Seating and Back
- Wavy Back and Circular Arms
- High Density Foam Cushion
- Sewn on Cushion seating
- Silver Nail Head Trim Accents
- Brown Twisted Feet
- **Sofa:** 85""W x 38""D x 35""H
- **Loveseat:** 63""W x 38""D x 35""H
- **Chair:** 33""W x 31""D x 37"" H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U221_Sadie.png'],False,"['#964B00', '#C0C0C0']"
Georgia,u223-u224-georgia,"- Tufted Seat and Back
- Navy Blue Luxurious Velvet
- One Solid Cushion Seating
- Round Shape Design
- Center Leg Support
- Chrome Nail Head Trim Accents
- Acrylic Bun Feet
- Faux Fur Accent Pillows
- Sofa is Supported with Middle Leg for Stability
- Sofa 85""W x 38""D x 35""H
- Loveseat 63""W x 38"" D x 35""H
- Chair 33""W x 31""D x 37"" H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U223_Georgia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U224_Georgia.png']",False,"['#000080', '#0000FF', '#808080']"
Jade,u227-u228-jade,"- Navy Blue Luxurious Velvet
- Tufted Seat and Back
- One Solid Cushion Seating
- Squared Design
- Crystal Button Tufting
- Chrome Nail Head Trim Accents
- Chrome Feet
- Side Handle Chrome Accents
- Faux Fur Accent Pillows
- **Sofa:** 85""W x 35""D x 29""H
- **Loveseat:** 63""W x 35' D x 29""H
- **Chair:** 40""W x 35""D x 29""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U227_Jade.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U228_Jade.png']",False,"['#000080', '#0000FF', '#808080']"
Fabia,u230-u231-u232-fabia,"- Crushed Velvet Blue Fabric
- Vertical Accents
- Squared Arms and Back
- Single Seat Cushion
- High Density Foam Cushion
- Chrome Feet
- Sofa 87""W x 35""D x 31 ""H
- Loveseat 64""W x 35' D x 31""H
- Chair 41""W x 35""D x 31""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U230_Fabia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U231_Fabia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U232_Fabia.png']",False,"['#0000FF', '#808080']"
Avalon,u234-u235-u236-avalon,"- Neutral Tone Tightly Woven Fabric
- Button Tutting Back
- Square Arms
- Brushed Bronze Hand Applied Nailhead Trim
- High Density Foam Cushions
- Removeable Cushions
- Black Plastic Legs
- **Sofa:** 88""W x 38""D x 32""H
- **Loveseat:** 65""W x 38""D x 32""H
- **Chair:** 42""W x 38""D x 32""H
- **Ottoman:** 41""W x 29""D x 19""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U234_Avalon.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U235_Avalon.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U236_Avalon.png']",False,"['#000000', '#808080']"
Lamar,u249-u250-u251-lamar,"- Black Velvet
- Button Tufted Arms
- Squared Arms and Back
- Double Seat Cushions
- High Density Foam Cushions
- Crystal Arm Accents with Mirrored Frame
- Bottom Mirrored Accent
- Chrome Feet
- Faux Fur and Coordinating Accent Throw Pillows
- Sofa 94""W x 38""D x 33""H
- Loveseat 67""W x 38""D x 33""H
- Chair 52""W x 38""D x 33""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U249_Lamar.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U250_Lamar.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U251_Lamar.png']",False,"['#000000', '#808080']"
Bailey,u253-bailey,"- Ultra Plush High Density Foam Cushion
- Gray Corduroy Fabric
- Separates into Five Pieces
- Hardwood Constructed Frame
- Black Plastic Legs
- Convertible Sectional
- **Armless Chair:** 44.5""W x 44.5""D x 34""H
- **Wedge:** 44.5""W x 44.5""D x 34""H
- **Ottoman:** 44.5""W x 44.5""D x 18""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U253_Bailey.png'],False,"['#000000', '#808080']"
Bellagio,u255-u256-bellagio,"- Ultra Plush High Density Foam Cushion
- Ivory Color Corduroy Fabric
- Separates into Five Pieces
- Hardwood Constructed Frame
- Black Plastic Legs
- Convertible Sectional
- **LAF Chair:** 35""W x 35""D x 35""H
- **Armless Chair:** 35""W x 35""D x 35""H
- **Wedge:** 35""W x 35""D x 35""H
- **RAF Chair:** 35""W x 35""D x 35""H
- **Ottoman:** 35""W x 35""D x 19""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U255_Bellagio.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U256_Bellagio.png']",False,"['#000000', '#FFFFF0']"
Maier,u266-u267-maier,"- Oyster Color Chanel Fabric
- Pillow Back
- Multi-Color Accent Pillows
- High Density Cushions
- Squared Arms
- U Shape Sectional
- Faux Rabbit Fur Pillows
- LAF Sofa 80""W x 37""D x 39""H
- RAF Chaise 86""W x 37""D x 39""H
- Chaise End 31""W x 24""D x 13""H",2069.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U266_Maier.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U267_Maier.png']",True,"['#36454F', '#808080', '#EAE0C8']"
Sierra,u268-sierra,"- Gray Woven Fabric
- Sewn on Seat Cushions
- Interchangeable Back Cushions
- Ultra-Modern Styling
- Squared Arms
- Reenforced Gun Metal Gray Legs
- LAF Loveseat 73""W x 43""D x 36""H
- Corner 50""W x 50""D x 25""H
- RAF Loveseat 73""W x 43""D x 36""H",2249.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U268_Sierra.png'],True,['#808080']
Xerxes,u270-xerxes,"- Tightly woven material
- Gray linen like fabric
- Hand applied nail head trim accents
- High density foam cushion
- Contrasting accent pillows
- Black 3"" legs
- Sofa 91""W x 38""D x 39""H
- Loveseat 69""W x 38"" D x 39""H
- Chair 44""H x 38""H x 39""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U270_Xerxes.png'],False,"['#000000', '#808080']"
Susanna,u277-u278-susanna,"- Gray Tightly Woven Chenille Fabric
- Squared Arm Design
- Attached seat Cushions.
- Removeable Back Pillows
- USB Charging Ports
- Black Plastic Legs
- Reversible Hidden Chaise Storage
- Hidden Pop-Up Sleeper
- Sofa W/Corner Wedge 94""W x 37""D x 38""H
- Pop-Up Sleeper 66""W x 37""D x 38 ""H
- Chaise 36""W x 65""D x 38""H",2249.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U277_Susanna.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U278_Susanna.png']",True,"['#000000', '#808080', '#F5F5DC']"
Ayrshire,u279-ayrshire,"- Gray Tightly Woven Chenille Fabric
- Separates into Separate Pieces
- Black Plastic Legs
- High Density Foam Cushions
- High Support Spring Coil System
- Square Arms
- **LAF Chair:** 33.5""W x 33.5""D x 35""H
- **RAF Chair:** 33.5""W x 33.5""D x 35""H
- **Wedge:** 39""W x 39""D x 35""H
- **Armless Chair:** 25""W x 33.5""D x 35""H
- **Ottoman:** 34""W x 26""D x 18""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U279_Ayrshire.png'],False,"['#000000', '#808080']"
Dillon,u280-dillon,"- Burgundy Luxurious Velvet
- Tufted Seat Cushions and Back
- Silver Hand Applied Nailhead Trim
- Roll Arms
- Pillow Back
- Oversized Chaises
- Faux Fur Accent Pillows
- Chrome Legs
- LAF Chaise 91""W x 47""D x 35""H
- Armless Loveseat 64""W x 38°D x 35""H
- RAF Chaise 91""W x 47""D x 35 H",2949.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U280_Dillon.png'],True,['#C0C0C0']
Carlin,u284-carlin,"- Burgundy Luxurious Velvet
- Tufted Seats and Backs
- Square Arms
- Double Chaise
- Chrome Feet
- Faux Fur Accent Pillows
- LAF Chaise 74""W x 41""D x 34""H
- RAF Chaise 74""W x 41""D x 34""H
- Armless Loveseat 62""W x 38""D x 34""H",2249.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U284_Carlin.png'],True,[]
Carlin,u285-u287-carlin,"- Black Luxurious Velvet
- Tufted Seats and Backs
- Square Arms
- Double Chaise
- Chrome Feet
- Faux Fur Accent Pillows
- LAF Chaise 74""W x 41""D x 34""H
- RAF Chaise 74""W x 41D x 34""H
- Armless Loveseat 62""W x 38""D x 34""H",2949.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U285_Carlin.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U287_Carlin.png']",True,"['#000000', '#808080']"
